## file created 06.Feb.2017 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 47402421   7  15   t   27       4          7              0      HO    -9    33      4
 47402821   7  15   t   27       4          6              1      HO   -10    33      4
 47402C21   7  15   t   27       4          5              0      HO   -11    33      4
 47403021   7  15   t   27       4          4              1      HO   -12    33      4
 47403421   7  15   t   27       4          3              0      HO   -13    33      4
 47403821   7  15   t   27       4          2              1      HO   -14    33      4
 47403C21   7  15   t   27       4          1              0      HO   -15    33      4
 4E2407A1   7  16   b   27       7          8              1     HOX   -15    33   -999
 47400422   7  17   t   27       8          7              1      HO    -1    34      4
 47400822   7  16   t   27       6          5              2      HO    -2    34      4
 47400C22   7  17   t   27       8          7              0      HO    -3    34      4
 47401022   7  17   t   27       8          7              2      HO    -4    34      4
 4E240222   7  16   t   27       6          6              2     HOX    -4    34   -999
 47401422   7  16   t   27       6          3              1      HO    -5    34      4
 47401822   7  16   t   27       6          2              2      HO    -6    34      4
 47401C22   7  16   t   27       6          1              1      HO    -7    34      4
 47402022   7  15   t   27       4          8              2      HO    -8    34      4
 47402422   7  15   t   27       4          7              1      HO    -9    34      4
 47402822   7  15   t   27       4          6              2      HO   -10    34      4
 47402C22   7  15   t   27       4          5              1      HO   -11    34      4
 47403022   7  15   t   27       4          4              2      HO   -12    34      4
 47403422   7  15   t   27       4          3              1      HO   -13    34      4
 47403822   7  15   t   27       4          2              2      HO   -14    34      4
 47403C22   7  15   t   27       4          1              1      HO   -15    34      4
 4E2407A2   7  16   b   27       7          8              2     HOX   -15    34   -999
 47400423   6   4   b   28       5          7              0      HO    -1    35      4
 47400823   6   3   b   28       3          7              1      HO    -2    35      4
 47400C23   6   4   b   28       5          7              1      HO    -3    35      4
 47401023   6   4   b   28       5          7              2      HO    -4    35      4
 47401423   6   3   b   28       3          3              1      HO    -5    35      4
 47401823   6   3   b   28       3          2              2      HO    -6    35      4
 47401C23   6   3   b   28       3          1              1      HO    -7    35      4
 47402023   6   2   b   28       1          8              2      HO    -8    35      4
 47402423   6   2   b   28       1          7              1      HO    -9    35      4
 47402823   6   2   b   28       1          6              2      HO   -10    35      4
 47402C23   6   2   b   28       1          5              1      HO   -11    35      4
 47403023   6   2   b   28       1          4              2      HO   -12    35      4
 47403423   6   2   b   28       1          3              1      HO   -13    35      4
 47403823   6   2   b   28       1          2              2      HO   -14    35      4
 47403C23   6   2   b   28       1          1              1      HO   -15    35      4
 4E2407A3   6   4   b   28       5          8              2     HOX   -15    35   -999
 47400424   6   4   b   28       5          6              1      HO    -1    36      4
 47400824   6   3   b   28       3          6              2      HO    -2    36      4
 47400C24   6   4   b   28       5          6              0      HO    -3    36      4
 47401024   6   4   b   28       5          6              2      HO    -4    36      4
 4E240224   6   3   b   28       3          7              2     HOX    -4    36   -999
 47401424   6   3   b   28       3          3              0      HO    -5    36      4
 47401824   6   3   b   28       3          2              1      HO    -6    36      4
 47401C24   6   3   b   28       3          1              0      HO    -7    36      4
 47402024   6   2   b   28       1          8              1      HO    -8    36      4
 47402424   6   2   b   28       1          7              0      HO    -9    36      4
 47402824   6   2   b   28       1          6              1      HO   -10    36      4
 47402C24   6   2   b   28       1          5              0      HO   -11    36      4
 47403024   6   2   b   28       1          4              1      HO   -12    36      4
 47403424   6   2   b   28       1          3              0      HO   -13    36      4
 47403824   6   2   b   28       1          2              1      HO   -14    36      4
 47403C24   6   2   b   28       1          1              0      HO   -15    36      4
 4E2407A4   6   4   b   28       5          8              1     HOX   -15    36   -999
 47400425   6   4   b   28       5          5              0      HO    -1    37      4
 47400825   6   3   b   28       3          4              1      HO    -2    37      4
 47400C25   6   4   b   28       5          5              1      HO    -3    37      4
 47401025   6   4   b   28       5          5              2      HO    -4    37      4
 47401425   6   3   b   28       3          3              2      HO    -5    37      4
 47401825   6   3   b   28       3          2              0      HO    -6    37      4
 47401C25   6   3   b   28       3          1              2      HO    -7    37      4
 47402025   6   2   b   28       1          8              0      HO    -8    37      4
 47402425   6   2   b   28       1          7              2      HO    -9    37      4
 47402825   6   2   b   28       1          6              0      HO   -10    37      4
 47402C25   6   2   b   28       1          5              2      HO   -11    37      4
 47403025   6   2   b   28       1          4              0      HO   -12    37      4
 47403425   6   2   b   28       1          3              2      HO   -13    37      4
 47403825   6   2   b   28       1          2              0      HO   -14    37      4
 47403C25   6   2   b   28       1          1              2      HO   -15    37      4
 4E2407A5   6   4   b   28       5          8              0     HOX   -15    37   -999
 47400426   6   4   b   28       5          4              1      HO    -1    38      4
 47400826   6   3   t   28       2          8              2      HO    -2    38      4
 47400C26   6   4   b   28       5          4              0      HO    -3    38      4
 47401026   6   4   b   28       5          4              2      HO    -4    38      4
 4E240226   6   3   b   28       3          4              2     HOX    -4    38   -999
 47401426   6   3   t   28       2          3              1      HO    -5    38      4
 47401826   6   3   t   28       2          2              2      HO    -6    38      4
 47401C26   6   3   t   28       2          1              1      HO    -7    38      4
 47402026   6   2   t   28       0          8              2      HO    -8    38      4
 47402426   6   2   t   28       0          7              1      HO    -9    38      4
 47402826   6   2   t   28       0          6              2      HO   -10    38      4
 47402C26   6   2   t   28       0          5              1      HO   -11    38      4
 47403026   6   2   t   28       0          4              2      HO   -12    38      4
 47403426   6   2   t   28       0          3              1      HO   -13    38      4
 47403826   6   2   t   28       0          2              2      HO   -14    38      4
 47403C26   6   2   t   28       0          1              1      HO   -15    38      4
 4E2407A6   6   3   b   28       3          8              2     HOX   -15    38   -999
 47400427   6   4   t   28       4          8              0      HO    -1    39      4
 47400827   6   3   t   28       2          6              1      HO    -2    39      4
 47400C27   6   4   t   28       4          8              1      HO    -3    39      4
 47401027   6   4   t   28       4          8              2      HO    -4    39      4
 47401427   6   3   t   28       2          3              0      HO    -5    39      4
 47401827   6   3   t   28       2          2              1      HO    -6    39      4
 47401C27   6   3   t   28       2          1              0      HO    -7    39      4
 47402027   6   2   t   28       0          8              1      HO    -8    39      4
 47402427   6   2   t   28       0          7              0      HO    -9    39      4
 47402827   6   2   t   28       0          6              1      HO   -10    39      4
 47402C27   6   2   t   28       0          5              0      HO   -11    39      4
 47403027   6   2   t   28       0          4              1      HO   -12    39      4
 47403427   6   2   t   28       0          3              0      HO   -13    39      4
 47403827   6   2   t   28       0          2              1      HO   -14    39      4
 47403C27   6   2   t   28       0          1              0      HO   -15    39      4
 4E2407A7   6   3   b   28       3          8              1     HOX   -15    39   -999
 47400428   6   4   t   28       4          7              1      HO    -1    40      4
 47400828   6   3   t   28       2          5              2      HO    -2    40      4
 47400C28   6   4   t   28       4          7              0      HO    -3    40      4
 47401028   6   4   t   28       4          7              2      HO    -4    40      4
 4E240228   6   3   t   28       2          6              2     HOX    -4    40   -999
 47401428   6   3   t   28       2          3              2      HO    -5    40      4
 47401828   6   3   t   28       2          2              0      HO    -6    40      4
 47401C28   6   3   t   28       2          1              2      HO    -7    40      4
 47402028   6   2   t   28       0          8              0      HO    -8    40      4
 47402428   6   2   t   28       0          7              2      HO    -9    40      4
 47402828   6   2   t   28       0          6              0      HO   -10    40      4
 47402C28   6   2   t   28       0          5              2      HO   -11    40      4
 47403028   6   2   t   28       0          4              0      HO   -12    40      4
 47403428   6   2   t   28       0          3              2      HO   -13    40      4
 47403828   6   2   t   28       0          2              0      HO   -14    40      4
 47403C28   6   2   t   28       0          1              2      HO   -15    40      4
 4E2407A8   6   3   b   28       3          8              0     HOX   -15    40   -999
 47400429   6   7   b   28      11          7              0      HO    -1    41      4
 47400829   6   7   b   28      11          7              1      HO    -2    41      4
 47400C29   6   7   b   28      11          5              1      HO    -3    41      4
 47401029   6  13   t   29       0          6              2      HO    -4    41      4
 4E240229   6  13   t   29       0          6              1     HOX    -4    41   -999
 47401429   6  13   b   29       1          3              2      HO    -5    41      4
 47401829   6  13   b   29       1          2              0      HO    -6    41      4
 47401C29   6  13   b   29       1          1              2      HO    -7    41      4
 47402029   6  14   b   29       3          8              0      HO    -8    41      4
 47402429   6  14   b   29       3          7              2      HO    -9    41      4
 47402829   6  14   b   29       3          6              0      HO   -10    41      4
 47402C29   6  14   b   29       3          5              2      HO   -11    41      4
 47403029   6  14   b   29       3          4              0      HO   -12    41      4
 47403429   6  14   b   29       3          3              2      HO   -13    41      4
 47403829   6  14   b   29       3          2              0      HO   -14    41      4
 47403C29   6  14   b   29       3          1              2      HO   -15    41      4
 4E2407A9   6   7   b   28      11          8              0     HOX   -15    41   -999
 4740042A   6   7   b   28      11          6              0      HO    -1    42      4
 4740082A   6   7   b   28      11          5              2      HO    -2    42      4
 47400C2A   6   7   b   28      11          5              0      HO    -3    42      4
 4740102A   6  13   t   29       0          6              0      HO    -4    42      4
 4740142A   6  13   b   29       1          3              0      HO    -5    42      4
 4740182A   6  13   b   29       1          2              1      HO    -6    42      4
 47401C2A   6  13   b   29       1          1              0      HO    -7    42      4
 4740202A   6  14   b   29       3          8              1      HO    -8    42      4
 4740242A   6  14   b   29       3          7              0      HO    -9    42      4
 4740282A   6  14   b   29       3          6              1      HO   -10    42      4
 47402C2A   6  14   b   29       3          5              0      HO   -11    42      4
 4740302A   6  14   b   29       3          4              1      HO   -12    42      4
 4740342A   6  14   b   29       3          3              0      HO   -13    42      4
 4740382A   6  14   b   29       3          2              1      HO   -14    42      4
 47403C2A   6  14   b   29       3          1              0      HO   -15    42      4
 4E2407AA   6   7   b   28      11          8              1     HOX   -15    42   -999
 4740042B   6   7   b   28      11          4              0      HO    -1    43      4
 4740082B   6   7   b   28      11          4              1      HO    -2    43      4
 47400C2B   6   7   t   28      10          7              1      HO    -3    43      4
 4740102B   6  13   t   29       0          5              2      HO    -4    43      4
 4E24022B   6  13   t   29       0          5              1     HOX    -4    43   -999
 4740142B   6  13   b   29       1          3              1      HO    -5    43      4
 4740182B   6  13   b   29       1          2              2      HO    -6    43      4
 47401C2B   6  13   b   29       1          1              1      HO    -7    43      4
 4740202B   6  14   b   29       3          8              2      HO    -8    43      4
 4740242B   6  14   b   29       3          7              1      HO    -9    43      4
 4740282B   6  14   b   29       3          6              2      HO   -10    43      4
 47402C2B   6  14   b   29       3          5              1      HO   -11    43      4
 4740302B   6  14   b   29       3          4              2      HO   -12    43      4
 4740342B   6  14   b   29       3          3              1      HO   -13    43      4
 4740382B   6  14   b   29       3          2              2      HO   -14    43      4
 47403C2B   6  14   b   29       3          1              1      HO   -15    43      4
 4E2407AB   6   7   b   28      11          8              2     HOX   -15    43   -999
 4740042C   6   7   t   28      10          8              0      HO    -1    44      4
 4740082C   6   7   t   28      10          7              2      HO    -2    44      4
 47400C2C   6   7   t   28      10          7              0      HO    -3    44      4
 4740102C   6  13   t   29       0          5              0      HO    -4    44      4
 4740142C   6  13   t   29       0          3              2      HO    -5    44      4
 4740182C   6  13   t   29       0          2              0      HO    -6    44      4
 47401C2C   6  13   t   29       0          1              2      HO    -7    44      4
 4740202C   6  14   t   29       2          8              0      HO    -8    44      4
 4740242C   6  14   t   29       2          7              2      HO    -9    44      4
 4740282C   6  14   t   29       2          6              0      HO   -10    44      4
 47402C2C   6  14   t   29       2          5              2      HO   -11    44      4
 4740302C   6  14   t   29       2          4              0      HO   -12    44      4
 4740342C   6  14   t   29       2          3              2      HO   -13    44      4
 4740382C   6  14   t   29       2          2              0      HO   -14    44      4
 47403C2C   6  14   t   29       2          1              2      HO   -15    44      4
 4E2407AC   6  13   b   29       1          8              0     HOX   -15    44   -999
 4740042D   6   7   t   28      10          6              0      HO    -1    45      4
 4740082D   6   7   t   28      10          6              1      HO    -2    45      4
 47400C2D   6   7   t   28      10          4              1      HO    -3    45      4
 4740102D   6  13   t   29       0          4              2      HO    -4    45      4
 4E24022D   6  13   t   29       0          4              1     HOX    -4    45   -999
 4740142D   6  13   t   29       0          3              0      HO    -5    45      4
 4740182D   6  13   t   29       0          2              1      HO    -6    45      4
 47401C2D   6  13   t   29       0          1              0      HO    -7    45      4
 4740202D   6  14   t   29       2          8              1      HO    -8    45      4
 4740242D   6  14   t   29       2          7              0      HO    -9    45      4
 4740282D   6  14   t   29       2          6              1      HO   -10    45      4
 47402C2D   6  14   t   29       2          5              0      HO   -11    45      4
 4740302D   6  14   t   29       2          4              1      HO   -12    45      4
 4740342D   6  14   t   29       2          3              0      HO   -13    45      4
 4740382D   6  14   t   29       2          2              1      HO   -14    45      4
 47403C2D   6  14   t   29       2          1              0      HO   -15    45      4
 4E2407AD   6  13   b   29       1          8              1     HOX   -15    45   -999
 4740042E   6   7   t   28      10          5              0      HO    -1    46      4
 4740082E   6   7   t   28      10          4              2      HO    -2    46      4
 47400C2E   6   7   t   28      10          4              0      HO    -3    46      4
 4740102E   6  13   t   29       0          4              0      HO    -4    46      4
 4740142E   6  13   t   29       0          3              1      HO    -5    46      4
 4740182E   6  13   t   29       0          2              2      HO    -6    46      4
 47401C2E   6  13   t   29       0          1              1      HO    -7    46      4
 4740202E   6  14   t   29       2          8              2      HO    -8    46      4
 4740242E   6  14   t   29       2          7              1      HO    -9    46      4
 4740282E   6  14   t   29       2          6              2      HO   -10    46      4
 47402C2E   6  14   t   29       2          5              1      HO   -11    46      4
 4740302E   6  14   t   29       2          4              2      HO   -12    46      4
 4740342E   6  14   t   29       2          3              1      HO   -13    46      4
 4740382E   6  14   t   29       2          2              2      HO   -14    46      4
 47403C2E   6  14   t   29       2          1              1      HO   -15    46      4
 4E2407AE   6  13   b   29       1          8              2     HOX   -15    46   -999
 4740042F   6  16   b   29       7          7              0      HO    -1    47      4
 4740082F   6  16   b   29       7          7              1      HO    -2    47      4
 47400C2F   6  16   b   29       7          5              1      HO    -3    47      4
 4740102F   6  17   t   29       8          6              2      HO    -4    47      4
 4E24022F   6  17   t   29       8          6              1     HOX    -4    47   -999
 4740142F   6  17   b   29       9          3              1      HO    -5    47      4
 4740182F   6  17   b   29       9          2              2      HO    -6    47      4
 47401C2F   6  17   b   29       9          1              1      HO    -7    47      4
 4740202F   6  18   b   29      11          8              2      HO    -8    47      4
 4740242F   6  18   b   29      11          7              1      HO    -9    47      4
 4740282F   6  18   b   29      11          6              2      HO   -10    47      4
 47402C2F   6  18   b   29      11          5              1      HO   -11    47      4
 4740302F   6  18   b   29      11          4              2      HO   -12    47      4
 4740342F   6  18   b   29      11          3              1      HO   -13    47      4
 4740382F   6  18   b   29      11          2              2      HO   -14    47      4
 47403C2F   6  18   b   29      11          1              1      HO   -15    47      4
 4E2407AF   6  17   b   29       9          8              2     HOX   -15    47   -999
 47400430   6  16   b   29       7          6              0      HO    -1    48      4
 47400830   6  16   b   29       7          5              2      HO    -2    48      4
 47400C30   6  16   b   29       7          5              0      HO    -3    48      4
 47401030   6  17   t   29       8          6              0      HO    -4    48      4
 47401430   6  17   b   29       9          3              0      HO    -5    48      4
 47401830   6  17   b   29       9          2              1      HO    -6    48      4
 47401C30   6  17   b   29       9          1              0      HO    -7    48      4
 47402030   6  18   b   29      11          8              1      HO    -8    48      4
 47402430   6  18   b   29      11          7              0      HO    -9    48      4
 47402830   6  18   b   29      11          6              1      HO   -10    48      4
 47402C30   6  18   b   29      11          5              0      HO   -11    48      4
 47403030   6  18   b   29      11          4              1      HO   -12    48      4
 47403430   6  18   b   29      11          3              0      HO   -13    48      4
 47403830   6  18   b   29      11          2              1      HO   -14    48      4
 47403C30   6  18   b   29      11          1              0      HO   -15    48      4
 4E2407B0   6  17   b   29       9          8              1     HOX   -15    48   -999
 47400431   6  16   b   29       7          4              0      HO    -1    49      4
 47400831   6  16   b   29       7          4              1      HO    -2    49      4
 47400C31   6  16   t   29       6          7              1      HO    -3    49      4
 47401031   6  17   t   29       8          5              2      HO    -4    49      4
 4E240231   6  17   t   29       8          5              1     HOX    -4    49   -999
 47401431   6  17   b   29       9          3              2      HO    -5    49      4
 47401831   6  17   b   29       9          2              0      HO    -6    49      4
 47401C31   6  17   b   29       9          1              2      HO    -7    49      4
 47402031   6  18   b   29      11          8              0      HO    -8    49      4
 47402431   6  18   b   29      11          7              2      HO    -9    49      4
 47402831   6  18   b   29      11          6              0      HO   -10    49      4
 47402C31   6  18   b   29      11          5              2      HO   -11    49      4
 47403031   6  18   b   29      11          4              0      HO   -12    49      4
 47403431   6  18   b   29      11          3              2      HO   -13    49      4
 47403831   6  18   b   29      11          2              0      HO   -14    49      4
 47403C31   6  18   b   29      11          1              2      HO   -15    49      4
 4E2407B1   6  17   b   29       9          8              0     HOX   -15    49   -999
 47400432   6  16   t   29       6          8              0      HO    -1    50      4
 47400832   6  16   t   29       6          7              2      HO    -2    50      4
 47400C32   6  16   t   29       6          7              0      HO    -3    50      4
 47401032   6  17   t   29       8          5              0      HO    -4    50      4
 47401432   6  17   t   29       8          3              1      HO    -5    50      4
 47401832   6  17   t   29       8          2              2      HO    -6    50      4
 47401C32   6  17   t   29       8          1              1      HO    -7    50      4
 47402032   6  18   t   29      10          8              2      HO    -8    50      4
 47402432   6  18   t   29      10          7              1      HO    -9    50      4
 47402832   6  18   t   29      10          6              2      HO   -10    50      4
 47402C32   6  18   t   29      10          5              1      HO   -11    50      4
 47403032   6  18   t   29      10          4              2      HO   -12    50      4
 47403432   6  18   t   29      10          3              1      HO   -13    50      4
 47403832   6  18   t   29      10          2              2      HO   -14    50      4
 47403C32   6  18   t   29      10          1              1      HO   -15    50      4
 4E2407B2   6  16   b   29       7          8              2     HOX   -15    50   -999
 47400433   6  16   t   29       6          6              0      HO    -1    51      4
 47400833   6  16   t   29       6          6              1      HO    -2    51      4
 47400C33   6  16   t   29       6          4              1      HO    -3    51      4
 47401033   6  17   t   29       8          4              2      HO    -4    51      4
 4E240233   6  17   t   29       8          4              1     HOX    -4    51   -999
 47401433   6  17   t   29       8          3              0      HO    -5    51      4
 47401833   6  17   t   29       8          2              1      HO    -6    51      4
 47401C33   6  17   t   29       8          1              0      HO    -7    51      4
 47402033   6  18   t   29      10          8              1      HO    -8    51      4
 47402433   6  18   t   29      10          7              0      HO    -9    51      4
 47402833   6  18   t   29      10          6              1      HO   -10    51      4
 47402C33   6  18   t   29      10          5              0      HO   -11    51      4
 47403033   6  18   t   29      10          4              1      HO   -12    51      4
 47403433   6  18   t   29      10          3              0      HO   -13    51      4
 47403833   6  18   t   29      10          2              1      HO   -14    51      4
 47403C33   6  18   t   29      10          1              0      HO   -15    51      4
 4E2407B3   6  16   b   29       7          8              1     HOX   -15    51   -999
 47400434   6  16   t   29       6          5              0      HO    -1    52      4
 47400834   6  16   t   29       6          4              2      HO    -2    52      4
 47400C34   6  16   t   29       6          4              0      HO    -3    52      4
 47401034   6  17   t   29       8          4              0      HO    -4    52      4
 47401434   6  17   t   29       8          3              2      HO    -5    52      4
 47401834   6  17   t   29       8          2              0      HO    -6    52      4
 47401C34   6  17   t   29       8          1              2      HO    -7    52      4
 47402034   6  18   t   29      10          8              0      HO    -8    52      4
 47402434   6  18   t   29      10          7              2      HO    -9    52      4
 47402834   6  18   t   29      10          6              0      HO   -10    52      4
 47402C34   6  18   t   29      10          5              2      HO   -11    52      4
 47403034   6  18   t   29      10          4              0      HO   -12    52      4
 47403434   6  18   t   29      10          3              2      HO   -13    52      4
 47403834   6  18   t   29      10          2              0      HO   -14    52      4
 47403C34   6  18   t   29      10          1              2      HO   -15    52      4
 4E2407B4   6  16   b   29       7          8              0     HOX   -15    52   -999
 47400435  13   4   b   30       5          7              0      HO    -1    53      4
 47400835  13   3   b   30       3          7              1      HO    -2    53      4
 47400C35  13   4   b   30       5          7              1      HO    -3    53      4
 47401035  13   4   b   30       5          7              2      HO    -4    53      4
 47401435  13   3   b   30       3          3              2      HO    -5    53      4
 47401835  13   3   b   30       3          2              0      HO    -6    53      4
 47401C35  13   3   b   30       3          1              2      HO    -7    53      4
 47402035  13   2   b   30       1          8              0      HO    -8    53      4
 47402435  13   2   b   30       1          7              2      HO    -9    53      4
 47402835  13   2   b   30       1          6              0      HO   -10    53      4
 47402C35  13   2   b   30       1          5              2      HO   -11    53      4
 47403035  13   2   b   30       1          4              0      HO   -12    53      4
 47403435  13   2   b   30       1          3              2      HO   -13    53      4
 47403835  13   2   b   30       1          2              0      HO   -14    53      4
 47403C35  13   2   b   30       1          1              2      HO   -15    53      4
 4E2407B5  13   3   b   30       3          8              0     HOX   -15    53   -999
 47400436  13   4   b   30       5          6              1      HO    -1    54      4
 47400836  13   3   b   30       3          6              2      HO    -2    54      4
 47400C36  13   4   b   30       5          6              0      HO    -3    54      4
 47401036  13   4   b   30       5          6              2      HO    -4    54      4
 4E240236  13   3   b   30       3          7              2     HOX    -4    54   -999
 47401436  13   3   b   30       3          3              0      HO    -5    54      4
 47401836  13   3   b   30       3          2              1      HO    -6    54      4
 47401C36  13   3   b   30       3          1              0      HO    -7    54      4
 47402036  13   2   b   30       1          8              1      HO    -8    54      4
 47402436  13   2   b   30       1          7              0      HO    -9    54      4
 47402836  13   2   b   30       1          6              1      HO   -10    54      4
 47402C36  13   2   b   30       1          5              0      HO   -11    54      4
 47403036  13   2   b   30       1          4              1      HO   -12    54      4
 47403436  13   2   b   30       1          3              0      HO   -13    54      4
 47403836  13   2   b   30       1          2              1      HO   -14    54      4
 47403C36  13   2   b   30       1          1              0      HO   -15    54      4
 4E2407B6  13   3   b   30       3          8              1     HOX   -15    54   -999
 47400437  13   4   b   30       5          5              0      HO    -1    55      4
 47400837  13   3   b   30       3          4              1      HO    -2    55      4
 47400C37  13   4   b   30       5          5              1      HO    -3    55      4
 47401037  13   4   b   30       5          5              2      HO    -4    55      4
 47401437  13   3   b   30       3          3              1      HO    -5    55      4
 47401837  13   3   b   30       3          2              2      HO    -6    55      4
 47401C37  13   3   b   30       3          1              1      HO    -7    55      4
 47402037  13   2   b   30       1          8              2      HO    -8    55      4
 47402437  13   2   b   30       1          7              1      HO    -9    55      4
 47402837  13   2   b   30       1          6              2      HO   -10    55      4
 47402C37  13   2   b   30       1          5              1      HO   -11    55      4
 47403037  13   2   b   30       1          4              2      HO   -12    55      4
 47403437  13   2   b   30       1          3              1      HO   -13    55      4
 47403837  13   2   b   30       1          2              2      HO   -14    55      4
 47403C37  13   2   b   30       1          1              1      HO   -15    55      4
 4E2407B7  13   3   b   30       3          8              2     HOX   -15    55   -999
 47400438  13   4   b   30       5          4              1      HO    -1    56      4
 47400838  13   3   t   30       2          8              2      HO    -2    56      4
 47400C38  13   4   b   30       5          4              0      HO    -3    56      4
 47401038  13   4   b   30       5          4              2      HO    -4    56      4
 4E240238  13   3   b   30       3          4              2     HOX    -4    56   -999
 47401438  13   3   t   30       2          3              2      HO    -5    56      4
 47401838  13   3   t   30       2          2              0      HO    -6    56      4
 47401C38  13   3   t   30       2          1              2      HO    -7    56      4
 47402038  13   2   t   30       0          8              0      HO    -8    56      4
 47402438  13   2   t   30       0          7              2      HO    -9    56      4
 47402838  13   2   t   30       0          6              0      HO   -10    56      4
 47402C38  13   2   t   30       0          5              2      HO   -11    56      4
 47403038  13   2   t   30       0          4              0      HO   -12    56      4
 47403438  13   2   t   30       0          3              2      HO   -13    56      4
 47403838  13   2   t   30       0          2              0      HO   -14    56      4
 47403C38  13   2   t   30       0          1              2      HO   -15    56      4
 4E2407B8  13   4   b   30       5          8              0     HOX   -15    56   -999
 47400439  13   4   t   30       4          8              0      HO    -1    57      4
 47400839  13   3   t   30       2          6              1      HO    -2    57      4
 47400C39  13   4   t   30       4          8              1      HO    -3    57      4
 47401039  13   4   t   30       4          8              2      HO    -4    57      4
 47401439  13   3   t   30       2          3              0      HO    -5    57      4
 47401839  13   3   t   30       2          2              1      HO    -6    57      4
 47401C39  13   3   t   30       2          1              0      HO    -7    57      4
 47402039  13   2   t   30       0          8              1      HO    -8    57      4
 47402439  13   2   t   30       0          7              0      HO    -9    57      4
 47402839  13   2   t   30       0          6              1      HO   -10    57      4
 47402C39  13   2   t   30       0          5              0      HO   -11    57      4
 47403039  13   2   t   30       0          4              1      HO   -12    57      4
 47403439  13   2   t   30       0          3              0      HO   -13    57      4
 47403839  13   2   t   30       0          2              1      HO   -14    57      4
 47403C39  13   2   t   30       0          1              0      HO   -15    57      4
 4E2407B9  13   4   b   30       5          8              1     HOX   -15    57   -999
 4740043A  13   4   t   30       4          7              1      HO    -1    58      4
 4740083A  13   3   t   30       2          5              2      HO    -2    58      4
 47400C3A  13   4   t   30       4          7              0      HO    -3    58      4
 4740103A  13   4   t   30       4          7              2      HO    -4    58      4
 4E24023A  13   3   t   30       2          6              2     HOX    -4    58   -999
 4740143A  13   3   t   30       2          3              1      HO    -5    58      4
 4740183A  13   3   t   30       2          2              2      HO    -6    58      4
 47401C3A  13   3   t   30       2          1              1      HO    -7    58      4
 4740203A  13   2   t   30       0          8              2      HO    -8    58      4
 4740243A  13   2   t   30       0          7              1      HO    -9    58      4
 4740283A  13   2   t   30       0          6              2      HO   -10    58      4
 47402C3A  13   2   t   30       0          5              1      HO   -11    58      4
 4740303A  13   2   t   30       0          4              2      HO   -12    58      4
 4740343A  13   2   t   30       0          3              1      HO   -13    58      4
 4740383A  13   2   t   30       0          2              2      HO   -14    58      4
 47403C3A  13   2   t   30       0          1              1      HO   -15    58      4
 4E2407BA  13   4   b   30       5          8              2     HOX   -15    58   -999
 4740043B  13  13   b   31       1          7              0      HO    -1    59      4
 4740083B  13   7   b   30      11          7              1      HO    -2    59      4
 47400C3B  13  13   b   31       1          7              1      HO    -3    59      4
 4740103B  13  13   b   31       1          7              2      HO    -4    59      4
 4740143B  13   7   b   30      11          3              1      HO    -5    59      4
 4740183B  13   7   b   30      11          2              2      HO    -6    59      4
 47401C3B  13   7   b   30      11          1              1      HO    -7    59      4
 4740203B  13   6   b   30       9          8              2      HO    -8    59      4
 4740243B  13   6   b   30       9          7              1      HO    -9    59      4
 4740283B  13   6   b   30       9          6              2      HO   -10    59      4
 47402C3B  13   6   b   30       9          5              1      HO   -11    59      4
 4740303B  13   6   b   30       9          4              2      HO   -12    59      4
 4740343B  13   6   b   30       9          3              1      HO   -13    59      4
 4740383B  13   6   b   30       9          2              2      HO   -14    59      4
 47403C3B  13   6   b   30       9          1              1      HO   -15    59      4
 4E2407BB  13  13   b   31       1          8              2     HOX   -15    59   -999
 4740043C  13  13   b   31       1          6              1      HO    -1    60      4
 4740083C  13   7   b   30      11          6              2      HO    -2    60      4
 47400C3C  13  13   b   31       1          6              0      HO    -3    60      4
 4740103C  13  13   b   31       1          6              2      HO    -4    60      4
 4E24023C  13   7   b   30      11          7              2     HOX    -4    60   -999
 4740143C  13   7   b   30      11          3              0      HO    -5    60      4
 4740183C  13   7   b   30      11          2              1      HO    -6    60      4
 47401C3C  13   7   b   30      11          1              0      HO    -7    60      4
 4740203C  13   6   b   30       9          8              1      HO    -8    60      4
 4740243C  13   6   b   30       9          7              0      HO    -9    60      4
 4740283C  13   6   b   30       9          6              1      HO   -10    60      4
 47402C3C  13   6   b   30       9          5              0      HO   -11    60      4
 4740303C  13   6   b   30       9          4              1      HO   -12    60      4
 4740343C  13   6   b   30       9          3              0      HO   -13    60      4
 4740383C  13   6   b   30       9          2              1      HO   -14    60      4
 47403C3C  13   6   b   30       9          1              0      HO   -15    60      4
 4E2407BC  13  13   b   31       1          8              1     HOX   -15    60   -999
 4740043D  13  13   b   31       1          5              0      HO    -1    61      4
 4740083D  13   7   b   30      11          4              1      HO    -2    61      4
 47400C3D  13  13   b   31       1          5              1      HO    -3    61      4
 4740103D  13  13   b   31       1          5              2      HO    -4    61      4
 4740143D  13   7   b   30      11          3              2      HO    -5    61      4
 4740183D  13   7   b   30      11          2              0      HO    -6    61      4
 47401C3D  13   7   b   30      11          1              2      HO    -7    61      4
 4740203D  13   6   b   30       9          8              0      HO    -8    61      4
 4740243D  13   6   b   30       9          7              2      HO    -9    61      4
 4740283D  13   6   b   30       9          6              0      HO   -10    61      4
 47402C3D  13   6   b   30       9          5              2      HO   -11    61      4
