## file created 06.Feb.2017 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 47481029   6  13   b   29       1          7              2      HO     4    41      4
 4E240A29   6   7   b   28      11          6              2     HOX     4    41   -999
 47481429   6   7   b   28      11          3              2      HO     5    41      4
 47481829   6   7   b   28      11          2              0      HO     6    41      4
 47481C29   6   7   b   28      11          1              2      HO     7    41      4
 47482029   6   6   b   28       9          8              0      HO     8    41      4
 47482429   6   6   b   28       9          7              2      HO     9    41      4
 47482829   6   6   b   28       9          6              0      HO    10    41      4
 47482C29   6   6   b   28       9          5              2      HO    11    41      4
 47483029   6   6   b   28       9          4              0      HO    12    41      4
 47483429   6   6   b   28       9          3              2      HO    13    41      4
 47483829   6   6   b   28       9          2              0      HO    14    41      4
 47483C29   6   6   b   28       9          1              2      HO    15    41      4
 4E240FA9   7  21   t   27      12          5              0     HOX    15    41   -999
 4748042A   6  13   b   29       1          6              0      HO     1    42      4
 4748082A   6   7   b   28      11          6              1      HO     2    42      4
 47480C2A   6  13   b   29       1          6              1      HO     3    42      4
 4748102A   6  13   b   29       1          6              2      HO     4    42      4
 4748142A   6   7   b   28      11          3              0      HO     5    42      4
 4748182A   6   7   b   28      11          2              1      HO     6    42      4
 47481C2A   6   7   b   28      11          1              0      HO     7    42      4
 4748202A   6   6   b   28       9          8              1      HO     8    42      4
 4748242A   6   6   b   28       9          7              0      HO     9    42      4
 4748282A   6   6   b   28       9          6              1      HO    10    42      4
 47482C2A   6   6   b   28       9          5              0      HO    11    42      4
 4748302A   6   6   b   28       9          4              1      HO    12    42      4
 4748342A   6   6   b   28       9          3              0      HO    13    42      4
 4748382A   6   6   b   28       9          2              1      HO    14    42      4
 47483C2A   6   6   b   28       9          1              0      HO    15    42      4
 4E240FAA   7  21   t   27      12          5              1     HOX    15    42   -999
 4748042B   6  13   b   29       1          5              1      HO     1    43      4
 4748082B   6   7   b   28      11          4              2      HO     2    43      4
 47480C2B   6  13   b   29       1          5              0      HO     3    43      4
 4748102B   6  13   b   29       1          5              2      HO     4    43      4
 4E240A2B   6   7   t   28      10          8              2     HOX     4    43   -999
 4748142B   6   7   b   28      11          3              1      HO     5    43      4
 4748182B   6   7   b   28      11          2              2      HO     6    43      4
 47481C2B   6   7   b   28      11          1              1      HO     7    43      4
 4748202B   6   6   b   28       9          8              2      HO     8    43      4
 4748242B   6   6   b   28       9          7              1      HO     9    43      4
 4748282B   6   6   b   28       9          6              2      HO    10    43      4
 47482C2B   6   6   b   28       9          5              1      HO    11    43      4
 4748302B   6   6   b   28       9          4              2      HO    12    43      4
 4748342B   6   6   b   28       9          3              1      HO    13    43      4
 4748382B   6   6   b   28       9          2              2      HO    14    43      4
 47483C2B   6   6   b   28       9          1              1      HO    15    43      4
 4E240FAB   7  21   t   27      12          5              2     HOX    15    43   -999
 4748042C   6  13   b   29       1          4              0      HO     1    44      4
 4748082C   6   7   t   28      10          8              1      HO     2    44      4
 47480C2C   6  13   b   29       1          4              1      HO     3    44      4
 4748102C   6  13   b   29       1          4              2      HO     4    44      4
 4748142C   6   7   t   28      10          3              2      HO     5    44      4
 4748182C   6   7   t   28      10          2              0      HO     6    44      4
 47481C2C   6   7   t   28      10          1              2      HO     7    44      4
 4748202C   6   6   t   28       8          8              0      HO     8    44      4
 4748242C   6   6   t   28       8          7              2      HO     9    44      4
 4748282C   6   6   t   28       8          6              0      HO    10    44      4
 47482C2C   6   6   t   28       8          5              2      HO    11    44      4
 4748302C   6   6   t   28       8          4              0      HO    12    44      4
 4748342C   6   6   t   28       8          3              2      HO    13    44      4
 4748382C   6   6   t   28       8          2              0      HO    14    44      4
 47483C2C   6   6   t   28       8          1              2      HO    15    44      4
 4E240FAC   7  21   t   27      12          4              0     HOX    15    44   -999
 4748042D   6  13   t   29       0          8              1      HO     1    45      4
 4748082D   6   7   t   28      10          6              2      HO     2    45      4
 47480C2D   6  13   t   29       0          8              0      HO     3    45      4
 4748102D   6  13   t   29       0          8              2      HO     4    45      4
 4E240A2D   6   7   t   28      10          5              2     HOX     4    45   -999
 4748142D   6   7   t   28      10          3              0      HO     5    45      4
 4748182D   6   7   t   28      10          2              1      HO     6    45      4
 47481C2D   6   7   t   28      10          1              0      HO     7    45      4
 4748202D   6   6   t   28       8          8              1      HO     8    45      4
 4748242D   6   6   t   28       8          7              0      HO     9    45      4
 4748282D   6   6   t   28       8          6              1      HO    10    45      4
 47482C2D   6   6   t   28       8          5              0      HO    11    45      4
 4748302D   6   6   t   28       8          4              1      HO    12    45      4
 4748342D   6   6   t   28       8          3              0      HO    13    45      4
 4748382D   6   6   t   28       8          2              1      HO    14    45      4
 47483C2D   6   6   t   28       8          1              0      HO    15    45      4
 4E240FAD   7  21   t   27      12          4              1     HOX    15    45   -999
 4748042E   6  13   t   29       0          7              0      HO     1    46      4
 4748082E   6   7   t   28      10          5              1      HO     2    46      4
 47480C2E   6  13   t   29       0          7              1      HO     3    46      4
 4748102E   6  13   t   29       0          7              2      HO     4    46      4
 4748142E   6   7   t   28      10          3              1      HO     5    46      4
 4748182E   6   7   t   28      10          2              2      HO     6    46      4
 47481C2E   6   7   t   28      10          1              1      HO     7    46      4
 4748202E   6   6   t   28       8          8              2      HO     8    46      4
 4748242E   6   6   t   28       8          7              1      HO     9    46      4
 4748282E   6   6   t   28       8          6              2      HO    10    46      4
 47482C2E   6   6   t   28       8          5              1      HO    11    46      4
 4748302E   6   6   t   28       8          4              2      HO    12    46      4
 4748342E   6   6   t   28       8          3              1      HO    13    46      4
 4748382E   6   6   t   28       8          2              2      HO    14    46      4
 47483C2E   6   6   t   28       8          1              1      HO    15    46      4
 4E240FAE   7  21   t   27      12          4              2     HOX    15    46   -999
 4748042F   6  17   b   29       9          7              1      HO     1    47      4
 4748082F   6  16   b   29       7          7              2      HO     2    47      4
 47480C2F   6  17   b   29       9          7              0      HO     3    47      4
 4748102F   6  17   b   29       9          7              2      HO     4    47      4
 4E240A2F   6  16   b   29       7          6              2     HOX     4    47   -999
 4748142F   6  16   b   29       7          3              1      HO     5    47      4
 4748182F   6  16   b   29       7          2              2      HO     6    47      4
 47481C2F   6  16   b   29       7          1              1      HO     7    47      4
 4748202F   6  15   b   29       5          8              2      HO     8    47      4
 4748242F   6  15   b   29       5          7              1      HO     9    47      4
 4748282F   6  15   b   29       5          6              2      HO    10    47      4
 47482C2F   6  15   b   29       5          5              1      HO    11    47      4
 4748302F   6  15   b   29       5          4              2      HO    12    47      4
 4748342F   6  15   b   29       5          3              1      HO    13    47      4
 4748382F   6  15   b   29       5          2              2      HO    14    47      4
 47483C2F   6  15   b   29       5          1              1      HO    15    47      4
 4E240FAF   7  21   t   27      12          6              2     HOX    15    47   -999
 47480430   6  17   b   29       9          6              0      HO     1    48      4
 47480830   6  16   b   29       7          6              1      HO     2    48      4
 47480C30   6  17   b   29       9          6              1      HO     3    48      4
 47481030   6  17   b   29       9          6              2      HO     4    48      4
 47481430   6  16   b   29       7          3              0      HO     5    48      4
 47481830   6  16   b   29       7          2              1      HO     6    48      4
 47481C30   6  16   b   29       7          1              0      HO     7    48      4
 47482030   6  15   b   29       5          8              1      HO     8    48      4
 47482430   6  15   b   29       5          7              0      HO     9    48      4
 47482830   6  15   b   29       5          6              1      HO    10    48      4
 47482C30   6  15   b   29       5          5              0      HO    11    48      4
 47483030   6  15   b   29       5          4              1      HO    12    48      4
 47483430   6  15   b   29       5          3              0      HO    13    48      4
 47483830   6  15   b   29       5          2              1      HO    14    48      4
 47483C30   6  15   b   29       5          1              0      HO    15    48      4
 4E240FB0   7  21   t   27      12          6              1     HOX    15    48   -999
 47480431   6  17   b   29       9          5              1      HO     1    49      4
 47480831   6  16   b   29       7          4              2      HO     2    49      4
 47480C31   6  17   b   29       9          5              0      HO     3    49      4
 47481031   6  17   b   29       9          5              2      HO     4    49      4
 4E240A31   6  16   t   29       6          8              2     HOX     4    49   -999
 47481431   6  16   b   29       7          3              2      HO     5    49      4
 47481831   6  16   b   29       7          2              0      HO     6    49      4
 47481C31   6  16   b   29       7          1              2      HO     7    49      4
 47482031   6  15   b   29       5          8              0      HO     8    49      4
 47482431   6  15   b   29       5          7              2      HO     9    49      4
 47482831   6  15   b   29       5          6              0      HO    10    49      4
 47482C31   6  15   b   29       5          5              2      HO    11    49      4
 47483031   6  15   b   29       5          4              0      HO    12    49      4
 47483431   6  15   b   29       5          3              2      HO    13    49      4
 47483831   6  15   b   29       5          2              0      HO    14    49      4
 47483C31   6  15   b   29       5          1              2      HO    15    49      4
 4E240FB1   7  21   t   27      12          6              0     HOX    15    49   -999
 47480432   6  17   b   29       9          4              0      HO     1    50      4
 47480832   6  16   t   29       6          8              1      HO     2    50      4
 47480C32   6  17   b   29       9          4              1      HO     3    50      4
 47481032   6  17   b   29       9          4              2      HO     4    50      4
 47481432   6  16   t   29       6          3              1      HO     5    50      4
 47481832   6  16   t   29       6          2              2      HO     6    50      4
 47481C32   6  16   t   29       6          1              1      HO     7    50      4
 47482032   6  15   t   29       4          8              2      HO     8    50      4
 47482432   6  15   t   29       4          7              1      HO     9    50      4
 47482832   6  15   t   29       4          6              2      HO    10    50      4
 47482C32   6  15   t   29       4          5              1      HO    11    50      4
 47483032   6  15   t   29       4          4              2      HO    12    50      4
 47483432   6  15   t   29       4          3              1      HO    13    50      4
 47483832   6  15   t   29       4          2              2      HO    14    50      4
 47483C32   6  15   t   29       4          1              1      HO    15    50      4
 4E240FB2   7  21   t   27      12          7              2     HOX    15    50   -999
 47480433   6  17   t   29       8          8              1      HO     1    51      4
 47480833   6  16   t   29       6          6              2      HO     2    51      4
 47480C33   6  17   t   29       8          8              0      HO     3    51      4
 47481033   6  17   t   29       8          8              2      HO     4    51      4
 4E240A33   6  16   t   29       6          5              2     HOX     4    51   -999
 47481433   6  16   t   29       6          3              0      HO     5    51      4
 47481833   6  16   t   29       6          2              1      HO     6    51      4
 47481C33   6  16   t   29       6          1              0      HO     7    51      4
 47482033   6  15   t   29       4          8              1      HO     8    51      4
 47482433   6  15   t   29       4          7              0      HO     9    51      4
 47482833   6  15   t   29       4          6              1      HO    10    51      4
 47482C33   6  15   t   29       4          5              0      HO    11    51      4
 47483033   6  15   t   29       4          4              1      HO    12    51      4
 47483433   6  15   t   29       4          3              0      HO    13    51      4
 47483833   6  15   t   29       4          2              1      HO    14    51      4
 47483C33   6  15   t   29       4          1              0      HO    15    51      4
 4E240FB3   7  21   t   27      12          7              1     HOX    15    51   -999
 47480434   6  17   t   29       8          7              0      HO     1    52      4
 47480834   6  16   t   29       6          5              1      HO     2    52      4
 47480C34   6  17   t   29       8          7              1      HO     3    52      4
 47481034   6  17   t   29       8          7              2      HO     4    52      4
 47481434   6  16   t   29       6          3              2      HO     5    52      4
 47481834   6  16   t   29       6          2              0      HO     6    52      4
 47481C34   6  16   t   29       6          1              2      HO     7    52      4
 47482034   6  15   t   29       4          8              0      HO     8    52      4
 47482434   6  15   t   29       4          7              2      HO     9    52      4
 47482834   6  15   t   29       4          6              0      HO    10    52      4
 47482C34   6  15   t   29       4          5              2      HO    11    52      4
 47483034   6  15   t   29       4          4              0      HO    12    52      4
 47483434   6  15   t   29       4          3              2      HO    13    52      4
 47483834   6  15   t   29       4          2              0      HO    14    52      4
 47483C34   6  15   t   29       4          1              2      HO    15    52      4
 4E240FB4   7  21   t   27      12          7              0     HOX    15    52   -999
 47480435  13   3   b   30       3          7              0      HO     1    53      4
 47480835  13   3   b   30       3          5              2      HO     2    53      4
 47480C35  13   3   b   30       3          5              0      HO     3    53      4
 47481035  13   4   t   30       4          6              0      HO     4    53      4
 47481435  13   4   b   30       5          3              2      HO     5    53      4
 47481835  13   4   b   30       5          2              0      HO     6    53      4
 47481C35  13   4   b   30       5          1              2      HO     7    53      4
 47482035  13   5   b   30       7          8              0      HO     8    53      4
 47482435  13   5   b   30       7          7              2      HO     9    53      4
 47482835  13   5   b   30       7          6              0      HO    10    53      4
 47482C35  13   5   b   30       7          5              2      HO    11    53      4
 47483035  13   5   b   30       7          4              0      HO    12    53      4
 47483435  13   5   b   30       7          3              2      HO    13    53      4
 47483835  13   5   b   30       7          2              0      HO    14    53      4
 47483C35  13   5   b   30       7          1              2      HO    15    53      4
 4E240FB5   7  21   b   27      13          3              0     HOX    15    53   -999
 47480436  13   3   b   30       3          6              0      HO     1    54      4
 47480836  13   3   b   30       3          6              1      HO     2    54      4
 47480C36  13   3   b   30       3          5              1      HO     3    54      4
 47481036  13   4   t   30       4          6              2      HO     4    54      4
 4E240A36  13   4   t   30       4          6              1     HOX     4    54   -999
 47481436  13   4   b   30       5          3              0      HO     5    54      4
 47481836  13   4   b   30       5          2              1      HO     6    54      4
 47481C36  13   4   b   30       5          1              0      HO     7    54      4
 47482036  13   5   b   30       7          8              1      HO     8    54      4
 47482436  13   5   b   30       7          7              0      HO     9    54      4
 47482836  13   5   b   30       7          6              1      HO    10    54      4
 47482C36  13   5   b   30       7          5              0      HO    11    54      4
 47483036  13   5   b   30       7          4              1      HO    12    54      4
 47483436  13   5   b   30       7          3              0      HO    13    54      4
 47483836  13   5   b   30       7          2              1      HO    14    54      4
 47483C36  13   5   b   30       7          1              0      HO    15    54      4
 4E240FB6   7  21   b   27      13          3              1     HOX    15    54   -999
 47480437  13   3   b   30       3          4              0      HO     1    55      4
 47480837  13   3   t   30       2          7              2      HO     2    55      4
 47480C37  13   3   t   30       2          7              0      HO     3    55      4
 47481037  13   4   t   30       4          5              0      HO     4    55      4
 47481437  13   4   b   30       5          3              1      HO     5    55      4
 47481837  13   4   b   30       5          2              2      HO     6    55      4
 47481C37  13   4   b   30       5          1              1      HO     7    55      4
 47482037  13   5   b   30       7          8              2      HO     8    55      4
 47482437  13   5   b   30       7          7              1      HO     9    55      4
 47482837  13   5   b   30       7          6              2      HO    10    55      4
 47482C37  13   5   b   30       7          5              1      HO    11    55      4
 47483037  13   5   b   30       7          4              2      HO    12    55      4
 47483437  13   5   b   30       7          3              1      HO    13    55      4
 47483837  13   5   b   30       7          2              2      HO    14    55      4
 47483C37  13   5   b   30       7          1              1      HO    15    55      4
 4E240FB7   7  21   b   27      13          3              2     HOX    15    55   -999
 47480438  13   3   t   30       2          8              0      HO     1    56      4
 47480838  13   3   t   30       2          8              1      HO     2    56      4
 47480C38  13   3   t   30       2          7              1      HO     3    56      4
 47481038  13   4   t   30       4          5              2      HO     4    56      4
 4E240A38  13   4   t   30       4          5              1     HOX     4    56   -999
 47481438  13   4   t   30       4          3              2      HO     5    56      4
 47481838  13   4   t   30       4          2              0      HO     6    56      4
 47481C38  13   4   t   30       4          1              2      HO     7    56      4
 47482038  13   5   t   30       6          8              0      HO     8    56      4
 47482438  13   5   t   30       6          7              2      HO     9    56      4
 47482838  13   5   t   30       6          6              0      HO    10    56      4
 47482C38  13   5   t   30       6          5              2      HO    11    56      4
 47483038  13   5   t   30       6          4              0      HO    12    56      4
 47483438  13   5   t   30       6          3              2      HO    13    56      4
 47483838  13   5   t   30       6          2              0      HO    14    56      4
 47483C38  13   5   t   30       6          1              2      HO    15    56      4
 4E240FB8   7  21   b   27      13          2              0     HOX    15    56   -999
 47480439  13   3   t   30       2          6              0      HO     1    57      4
 47480839  13   3   t   30       2          4              2      HO     2    57      4
 47480C39  13   3   t   30       2          4              0      HO     3    57      4
 47481039  13   4   t   30       4          4              0      HO     4    57      4
 47481439  13   4   t   30       4          3              0      HO     5    57      4
 47481839  13   4   t   30       4          2              1      HO     6    57      4
 47481C39  13   4   t   30       4          1              0      HO     7    57      4
 47482039  13   5   t   30       6          8              1      HO     8    57      4
 47482439  13   5   t   30       6          7              0      HO     9    57      4
 47482839  13   5   t   30       6          6              1      HO    10    57      4
 47482C39  13   5   t   30       6          5              0      HO    11    57      4
 47483039  13   5   t   30       6          4              1      HO    12    57      4
 47483439  13   5   t   30       6          3              0      HO    13    57      4
 47483839  13   5   t   30       6          2              1      HO    14    57      4
 47483C39  13   5   t   30       6          1              0      HO    15    57      4
 4E240FB9   7  21   b   27      13          2              1     HOX    15    57   -999
 4748043A  13   3   t   30       2          5              0      HO     1    58      4
 4748083A  13   3   t   30       2          5              1      HO     2    58      4
 47480C3A  13   3   t   30       2          4              1      HO     3    58      4
 4748103A  13   4   t   30       4          4              2      HO     4    58      4
 4E240A3A  13   4   t   30       4          4              1     HOX     4    58   -999
 4748143A  13   4   t   30       4          3              1      HO     5    58      4
 4748183A  13   4   t   30       4          2              2      HO     6    58      4
 47481C3A  13   4   t   30       4          1              1      HO     7    58      4
 4748203A  13   5   t   30       6          8              2      HO     8    58      4
 4748243A  13   5   t   30       6          7              1      HO     9    58      4
 4748283A  13   5   t   30       6          6              2      HO    10    58      4
 47482C3A  13   5   t   30       6          5              1      HO    11    58      4
 4748303A  13   5   t   30       6          4              2      HO    12    58      4
 4748343A  13   5   t   30       6          3              1      HO    13    58      4
 4748383A  13   5   t   30       6          2              2      HO    14    58      4
 47483C3A  13   5   t   30       6          1              1      HO    15    58      4
 4E240FBA   7  21   b   27      13          2              2     HOX    15    58   -999
 4748043B  13   7   b   30      11          7              0      HO     1    59      4
 4748083B  13   7   b   30      11          5              2      HO     2    59      4
 47480C3B  13   7   b   30      11          5              0      HO     3    59      4
 4748103B  13  13   t   31       0          6              0      HO     4    59      4
 4748143B  13  13   b   31       1          3              1      HO     5    59      4
 4748183B  13  13   b   31       1          2              2      HO     6    59      4
 47481C3B  13  13   b   31       1          1              1      HO     7    59      4
 4748203B  13  14   b   31       3          8              2      HO     8    59      4
 4748243B  13  14   b   31       3          7              1      HO     9    59      4
 4748283B  13  14   b   31       3          6              2      HO    10    59      4
 47482C3B  13  14   b   31       3          5              1      HO    11    59      4
 4748303B  13  14   b   31       3          4              2      HO    12    59      4
 4748343B  13  14   b   31       3          3              1      HO    13    59      4
 4748383B  13  14   b   31       3          2              2      HO    14    59      4
 47483C3B  13  14   b   31       3          1              1      HO    15    59      4
 4E240FBB   7  21   b   27      13          4              2     HOX    15    59   -999
 4748043C  13   7   b   30      11          6              0      HO     1    60      4
 4748083C  13   7   b   30      11          6              1      HO     2    60      4
 47480C3C  13   7   b   30      11          5              1      HO     3    60      4
 4748103C  13  13   t   31       0          6              2      HO     4    60      4
 4E240A3C  13  13   t   31       0          6              1     HOX     4    60   -999
 4748143C  13  13   b   31       1          3              0      HO     5    60      4
 4748183C  13  13   b   31       1          2              1      HO     6    60      4
 47481C3C  13  13   b   31       1          1              0      HO     7    60      4
 4748203C  13  14   b   31       3          8              1      HO     8    60      4
 4748243C  13  14   b   31       3          7              0      HO     9    60      4
 4748283C  13  14   b   31       3          6              1      HO    10    60      4
 47482C3C  13  14   b   31       3          5              0      HO    11    60      4
 4748303C  13  14   b   31       3          4              1      HO    12    60      4
 4748343C  13  14   b   31       3          3              0      HO    13    60      4
 4748383C  13  14   b   31       3          2              1      HO    14    60      4
 47483C3C  13  14   b   31       3          1              0      HO    15    60      4
 4E240FBC   7  21   b   27      13          4              1     HOX    15    60   -999
 4748043D  13   7   b   30      11          4              0      HO     1    61      4
 4748083D  13   7   t   30      10          7              2      HO     2    61      4
 47480C3D  13   7   t   30      10          7              0      HO     3    61      4
 4748103D  13  13   t   31       0          5              0      HO     4    61      4
 4748143D  13  13   b   31       1          3              2      HO     5    61      4
 4748183D  13  13   b   31       1          2              0      HO     6    61      4
 47481C3D  13  13   b   31       1          1              2      HO     7    61      4
 4748203D  13  14   b   31       3          8              0      HO     8    61      4
 4748243D  13  14   b   31       3          7              2      HO     9    61      4
 4748283D  13  14   b   31       3          6              0      HO    10    61      4
 47482C3D  13  14   b   31       3          5              2      HO    11    61      4
 4748303D  13  14   b   31       3          4              0      HO    12    61      4
 4748343D  13  14   b   31       3          3              2      HO    13    61      4
 4748383D  13  14   b   31       3          2              0      HO    14    61      4
 47483C3D  13  14   b   31       3          1              2      HO    15    61      4
 4E240FBD   7  21   b   27      13          4              0     HOX    15    61   -999
 4748043E  13   7   t   30      10          8              0      HO     1    62      4
 4748083E  13   7   t   30      10          8              1      HO     2    62      4
 47480C3E  13   7   t   30      10          7              1      HO     3    62      4
 4748103E  13  13   t   31       0          5              2      HO     4    62      4
 4E240A3E  13  13   t   31       0          5              1     HOX     4    62   -999
 4748143E  13  13   t   31       0          3              1      HO     5    62      4
 4748183E  13  13   t   31       0          2              2      HO     6    62      4
 47481C3E  13  13   t   31       0          1              1      HO     7    62      4
 4748203E  13  14   t   31       2          8              2      HO     8    62      4
 4748243E  13  14   t   31       2          7              1      HO     9    62      4
 4748283E  13  14   t   31       2          6              2      HO    10    62      4
 47482C3E  13  14   t   31       2          5              1      HO    11    62      4
 4748303E  13  14   t   31       2          4              2      HO    12    62      4
 4748343E  13  14   t   31       2          3              1      HO    13    62      4
 4748383E  13  14   t   31       2          2              2      HO    14    62      4
 47483C3E  13  14   t   31       2          1              1      HO    15    62      4
 4E240FBE   7  21   b   27      13          5              2     HOX    15    62   -999
 4748043F  13   7   t   30      10          6              0      HO     1    63      4
 4748083F  13   7   t   30      10          4              2      HO     2    63      4
 47480C3F  13   7   t   30      10          4              0      HO     3    63      4
 4748103F  13  13   t   31       0          4              0      HO     4    63      4
 4748143F  13  13   t   31       0          3              0      HO     5    63      4
 4748183F  13  13   t   31       0          2              1      HO     6    63      4
 47481C3F  13  13   t   31       0          1              0      HO     7    63      4
 4748203F  13  14   t   31       2          8              1      HO     8    63      4
 4748243F  13  14   t   31       2          7              0      HO     9    63      4
 4748283F  13  14   t   31       2          6              1      HO    10    63      4
 47482C3F  13  14   t   31       2          5              0      HO    11    63      4
 4748303F  13  14   t   31       2          4              1      HO    12    63      4
 4748343F  13  14   t   31       2          3              0      HO    13    63      4
 4748383F  13  14   t   31       2          2              1      HO    14    63      4
 47483C3F  13  14   t   31       2          1              0      HO    15    63      4
 4E240FBF   7  21   b   27      13          5              1     HOX    15    63   -999
 47480440  13   7   t   30      10          5              0      HO     1    64      4
 47480840  13   7   t   30      10          5              1      HO     2    64      4
 47480C40  13   7   t   30      10          4              1      HO     3    64      4
 47481040  13  13   t   31       0          4              2      HO     4    64      4
 4E240A40  13  13   t   31       0          4              1     HOX     4    64   -999
 47481440  13  13   t   31       0          3              2      HO     5    64      4
 47481840  13  13   t   31       0          2              0      HO     6    64      4
 47481C40  13  13   t   31       0          1              2      HO     7    64      4
 47482040  13  14   t   31       2          8              0      HO     8    64      4
 47482440  13  14   t   31       2          7              2      HO     9    64      4
 47482840  13  14   t   31       2          6              0      HO    10    64      4
 47482C40  13  14   t   31       2          5              2      HO    11    64      4
 47483040  13  14   t   31       2          4              0      HO    12    64      4
 47483440  13  14   t   31       2          3              2      HO    13    64      4
 47483840  13  14   t   31       2          2              0      HO    14    64      4
 47483C40  13  14   t   31       2          1              2      HO    15    64      4
 4E240FC0   7  21   b   27      13          5              0     HOX    15    64   -999
 47480441  13  17   b   31       9          7              1      HO     1    65      4
 47480841  13  16   b   31       7          7              2      HO     2    65      4
 47480C41  13  17   b   31       9          7              0      HO     3    65      4
 47481041  13  17   b   31       9          7              2      HO     4    65      4
 4E240A41  13  16   b   31       7          6              2     HOX     4    65   -999
 47481441  13  16   b   31       7          3              2      HO     5    65      4
 47481841  13  16   b   31       7          2              0      HO     6    65      4
 47481C41  13  16   b   31       7          1              2      HO     7    65      4
 47482041  13  15   b   31       5          8              0      HO     8    65      4
 47482441  13  15   b   31       5          7              2      HO     9    65      4
 47482841  13  15   b   31       5          6              0      HO    10    65      4
 47482C41  13  15   b   31       5          5              2      HO    11    65      4
 47483041  13  15   b   31       5          4              0      HO    12    65      4
 47483441  13  15   b   31       5          3              2      HO    13    65      4
 47483841  13  15   b   31       5          2              0      HO    14    65      4
 47483C41  13  15   b   31       5          1              2      HO    15    65      4
 4E240FC1   7  21   b   27      13          7              0     HOX    15    65   -999
 47480442  13  17   b   31       9          6              0      HO     1    66      4
 47480842  13  16   b   31       7          6              1      HO     2    66      4
 47480C42  13  17   b   31       9          6              1      HO     3    66      4
 47481042  13  17   b   31       9          6              2      HO     4    66      4
 47481442  13  16   b   31       7          3              0      HO     5    66      4
 47481842  13  16   b   31       7          2              1      HO     6    66      4
 47481C42  13  16   b   31       7          1              0      HO     7    66      4
 47482042  13  15   b   31       5          8              1      HO     8    66      4
 47482442  13  15   b   31       5          7              0      HO     9    66      4
 47482842  13  15   b   31       5          6              1      HO    10    66      4
 47482C42  13  15   b   31       5          5              0      HO    11    66      4
 47483042  13  15   b   31       5          4              1      HO    12    66      4
 47483442  13  15   b   31       5          3              0      HO    13    66      4
 47483842  13  15   b   31       5          2              1      HO    14    66      4
 47483C42  13  15   b   31       5          1              0      HO    15    66      4
 4E240FC2   7  21   b   27      13          7              1     HOX    15    66   -999
 47480443  13  17   b   31       9          5              1      HO     1    67      4
 47480843  13  16   b   31       7          4              2      HO     2    67      4
 47480C43  13  17   b   31       9          5              0      HO     3    67      4
 47481043  13  17   b   31       9          5              2      HO     4    67      4
 4E240A43  13  16   t   31       6          8              2     HOX     4    67   -999
 47481443  13  16   b   31       7          3              1      HO     5    67      4
 47481843  13  16   b   31       7          2              2      HO     6    67      4
 47481C43  13  16   b   31       7          1              1      HO     7    67      4
 47482043  13  15   b   31       5          8              2      HO     8    67      4
 47482443  13  15   b   31       5          7              1      HO     9    67      4
 47482843  13  15   b   31       5          6              2      HO    10    67      4
 47482C43  13  15   b   31       5          5              1      HO    11    67      4
 47483043  13  15   b   31       5          4              2      HO    12    67      4
 47483443  13  15   b   31       5          3              1      HO    13    67      4
 47483843  13  15   b   31       5          2              2      HO    14    67      4
 47483C43  13  15   b   31       5          1              1      HO    15    67      4
 4E240FC3   7  21   b   27      13          7              2     HOX    15    67   -999
 47480444  13  17   b   31       9          4              0      HO     1    68      4
 47480844  13  16   t   31       6          8              1      HO     2    68      4
 47480C44  13  17   b   31       9          4              1      HO     3    68      4
 47481044  13  17   b   31       9          4              2      HO     4    68      4
 47481444  13  16   t   31       6          3              2      HO     5    68      4
 47481844  13  16   t   31       6          2              0      HO     6    68      4
 47481C44  13  16   t   31       6          1              2      HO     7    68      4
 47482044  13  15   t   31       4          8              0      HO     8    68      4
 47482444  13  15   t   31       4          7              2      HO     9    68      4
 47482844  13  15   t   31       4          6              0      HO    10    68      4
 47482C44  13  15   t   31       4          5              2      HO    11    68      4
 47483044  13  15   t   31       4          4              0      HO    12    68      4
 47483444  13  15   t   31       4          3              2      HO    13    68      4
 47483844  13  15   t   31       4          2              0      HO    14    68      4
 47483C44  13  15   t   31       4          1              2      HO    15    68      4
 4E240FC4   7  21   b   27      13          6              0     HOX    15    68   -999
 47480445  13  17   t   31       8          8              1      HO     1    69      4
 47480845  13  16   t   31       6          6              2      HO     2    69      4
 47480C45  13  17   t   31       8          8              0      HO     3    69      4
 47481045  13  17   t   31       8          8              2      HO     4    69      4
 4E240A45  13  16   t   31       6          5              2     HOX     4    69   -999
 47481445  13  16   t   31       6          3              0      HO     5    69      4
 47481845  13  16   t   31       6          2              1      HO     6    69      4
 47481C45  13  16   t   31       6          1              0      HO     7    69      4
 47482045  13  15   t   31       4          8              1      HO     8    69      4
 47482445  13  15   t   31       4          7              0      HO     9    69      4
 47482845  13  15   t   31       4          6              1      HO    10    69      4
 47482C45  13  15   t   31       4          5              0      HO    11    69      4
 47483045  13  15   t   31       4          4              1      HO    12    69      4
 47483445  13  15   t   31       4          3              0      HO    13    69      4
 47483845  13  15   t   31       4          2              1      HO    14    69      4
 47483C45  13  15   t   31       4          1              0      HO    15    69      4
 4E240FC5   7  21   b   27      13          6              1     HOX    15    69   -999
 47480446  13  17   t   31       8          7              0      HO     1    70      4
 47480846  13  16   t   31       6          5              1      HO     2    70      4
 47480C46  13  17   t   31       8          7              1      HO     3    70      4
