## file created 06.Feb.2017 #
#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 43182010  20  10   u    0       0         21              0      HB     8    16      1
 43181010  20  10   u    0       0         21              1      HB     4    16      1
 43183010  20  10   u    0       0         21              2      HB    12    16      1
 43182C11  20  10   u    0       0          2              0      HB    11    17      1
 43181C11  20  10   u    0       0          2              1      HB     7    17      1
 43180C11  20  10   u    0       0          2              2      HB     3    17      1
 43181411  20  10   u    0       0          3              0      HB     5    17      1
 43180411  20  10   u    0       0          3              1      HB     1    17      1
 43182411  20  10   u    0       0          3              2      HB     9    17      1
 43182C12  20  10   u    0       0          4              0      HB    11    18      1
 43181C12  20  10   u    0       0          4              1      HB     7    18      1
 43180C12  20  10   u    0       0          4              2      HB     3    18      1
 43181412  20  10   u    0       0          5              0      HB     5    18      1
 43180412  20  10   u    0       0          5              1      HB     1    18      1
 43182412  20  10   u    0       0          5              2      HB     9    18      1
 43182811  20  10   u    0       0          6              0      HB    10    17      1
 43181811  20  10   u    0       0          6              1      HB     6    17      1
 43180811  20  10   u    0       0          6              2      HB     2    17      1
 43182011  20  10   u    0       0          7              0      HB     8    17      1
 43181011  20  10   u    0       0          7              1      HB     4    17      1
 43183011  20  10   u    0       0          7              2      HB    12    17      1
 43182812  20  10   u    0       0          8              0      HB    10    18      1
 43181812  20  10   u    0       0          8              1      HB     6    18      1
 43180812  20  10   u    0       0          8              2      HB     2    18      1
 43182012  20  10   u    0       0          9              0      HB     8    18      1
 43181012  20  10   u    0       0          9              1      HB     4    18      1
 43183012  20  10   u    0       0          9              2      HB    12    18      1
 4328400F  20  11   u    0       0         14              0      HB    16    15      2
 43283C0F  20  11   u    0       0         14              1      HB    15    15      2
 4318380F  20  11   u    0       0         14              2      HB    14    15      1
 43183C0F  20  11   u    0       0         15              0      HB    15    15      1
 4318340F  20  11   u    0       0         15              1      HB    13    15      1
 4318400F  20  11   u    0       0         15              2      HB    16    15      1
 43284010  20  11   u    0       0         16              0      HB    16    16      2
 43283C10  20  11   u    0       0         16              1      HB    15    16      2
 43183810  20  11   u    0       0         16              2      HB    14    16      1
 43183C10  20  11   u    0       0         17              0      HB    15    16      1
 43183410  20  11   u    0       0         17              1      HB    13    16      1
 43184010  20  11   u    0       0         17              2      HB    16    16      1
 4518440F  20  11   u    0       0         18              0      HE    17    15      1
 4538400F  20  11   u    0       0         18              1      HE    16    15      3
 4518680F  20  11   u    0       0         18              2      HE    26    15      1
 4518480F  20  11   u    0       0         19              0      HE    18    15      1
 4528480F  20  11   u    0       0         19              1      HE    18    15      2
 4528680F  20  11   u    0       0         19              2      HE    26    15      2
 45184410  20  11   u    0       0         20              0      HE    17    16      1
 45384010  20  11   u    0       0         20              1      HE    16    16      3
 4518640F  20  11   u    0       0         20              2      HE    25    15      1
 45184810  20  11   u    0       0         21              0      HE    18    16      1
 45284810  20  11   u    0       0         21              1      HE    18    16      2
 4528640F  20  11   u    0       0         21              2      HE    25    15      2
 43284011  20  11   u    0       0          2              0      HB    16    17      2
 43283C11  20  11   u    0       0          2              1      HB    15    17      2
 43183811  20  11   u    0       0          2              2      HB    14    17      1
 43183C11  20  11   u    0       0          3              0      HB    15    17      1
 43183411  20  11   u    0       0          3              1      HB    13    17      1
 43184011  20  11   u    0       0          3              2      HB    16    17      1
 43284012  20  11   u    0       0          4              0      HB    16    18      2
 43283C12  20  11   u    0       0          4              1      HB    15    18      2
