# crate slot s/n channel 4 x offsets capID0 4 x offsets capID1 4 x offsets capID2 4 x offsets capID3 4 x slopes capID0 4 x slopes capID1 4 x slopes capID2 4 x slopes capID3
4 5 500697 6 -0.132531 -4.500593 12.332885 -418.977368 -0.041977 -1.466267 10.307977 -405.442137 0.252736 -0.096724 6.985516 -421.008802 0.106046 2.961604 13.614615 -412.980792 0.309387 0.309760 0.307332 0.321978 0.307877 0.309151 0.306029 0.321042 0.306729 0.308651 0.306197 0.322317 0.307302 0.308176 0.305869 0.322693 
4 5 500697 7 0.205420 2.983886 16.377829 -101.845907 0.258874 4.827545 39.129584 -47.807851 -0.189123 2.313676 23.176251 -180.024527 0.883039 3.847697 17.041255 -393.474962 0.300904 0.305540 0.308903 0.317624 0.302197 0.305344 0.308125 0.317131 0.301158 0.305131 0.308434 0.317236 0.299412 0.304886 0.307227 0.317235 
4 5 500697 8 0.369201 -3.202667 5.718047 -473.213114 -0.315828 -4.597033 15.314549 -463.002232 0.438797 -1.296997 -19.251037 -306.931634 0.578460 -3.851106 5.884214 -340.488383 0.301628 0.305685 0.310296 0.312673 0.300434 0.305594 0.309284 0.312535 0.299436 0.305348 0.309381 0.310189 0.299745 0.305477 0.309095 0.311938 
4 5 500697 9 -0.240388 1.397212 -0.744159 -370.382854 -0.197696 0.222115 14.823861 -517.004748 0.041669 3.053526 -3.171645 -513.987559 0.296024 0.537483 5.878170 -478.103491 0.309261 0.311170 0.310525 0.312003 0.308446 0.310607 0.309040 0.313485 0.307304 0.310690 0.310276 0.313640 0.307413 0.309628 0.309952 0.312787 
4 5 500697 10 0.217237 0.142792 23.363022 -518.413201 0.723037 5.034614 32.141726 -740.896297 0.311044 2.141763 27.210180 -585.139874 0.311490 4.106769 40.126613 -428.131099 0.306807 0.308723 0.313123 0.315775 0.305448 0.309002 0.313273 0.316894 0.304442 0.308167 0.312351 0.316094 0.304657 0.307913 0.312586 0.314293 
4 5 500697 11 0.704043 1.475947 43.925159 -378.039609 0.276120 1.026719 53.110441 -326.618292 0.769344 4.244444 15.578660 -324.011013 0.543412 4.278388 38.999941 -337.089382 0.301436 0.305667 0.309381 0.316540 0.302419 0.304998 0.308968 0.315925 0.300175 0.304686 0.309874 0.315768 0.301069 0.304418 0.309322 0.314139 
4 5 500697 12 0.294097 1.650762 28.009259 -590.962614 0.321001 3.060852 91.429962 -115.676564 0.647691 3.936580 9.122100 -530.636726 0.025493 3.050048 11.757752 -123.382594 0.302054 0.307700 0.309025 0.315401 0.301699 0.307663 0.307067 0.310320 0.301500 0.306571 0.308966 0.313718 0.301673 0.306656 0.308495 0.310022 
4 5 500697 13 1.079976 3.165380 58.064585 -246.989743 1.104550 6.188953 71.530269 -95.975930 0.411309 4.407591 45.763248 -209.603258 0.776678 6.426462 71.179416 -153.039835 0.306079 0.312064 0.310339 0.316371 0.305299 0.311509 0.309540 0.312318 0.306393 0.311060 0.309227 0.313708 0.305806 0.310565 0.309471 0.312673 
4 5 500697 14 0.101813 -4.358586 -4.635656 -572.531580 0.089014 -3.845647 17.671701 -709.803644 0.114469 -4.170029 11.332178 -505.118384 0.142930 -5.855671 -26.255147 -591.270215 0.303884 0.306382 0.309694 0.312467 0.303428 0.305986 0.309672 0.311523 0.303547 0.305925 0.309063 0.313386 0.302837 0.305602 0.309036 0.312361 
4 5 500697 15 0.738634 -0.241147 2.060355 -588.646709 0.679228 -0.291294 1.519193 -282.678336 0.701234 1.029843 3.709517 -533.101838 0.692553 -0.382422 3.985252 -493.485678 0.305139 0.307533 0.309798 0.321213 0.304910 0.307480 0.309988 0.319283 0.304360 0.306618 0.309634 0.321819 0.304253 0.306282 0.309567 0.320616 
4 5 500697 16 0.323273 4.379669 31.816685 271.433712 -0.250552 4.100635 34.659911 99.264696 -0.229652 3.180119 42.979138 115.709770 0.233401 2.209142 15.054061 272.404200 0.309116 0.311699 0.313485 0.308882 0.309198 0.311531 0.313290 0.309423 0.309497 0.310872 0.312758 0.309164 0.308411 0.310853 0.312935 0.307057 
4 5 500697 17 0.591329 1.445557 50.274203 -221.158100 0.704656 2.446795 22.049621 -198.264491 0.822424 3.171942 58.619068 -206.778804 0.533330 1.369034 60.624185 -150.262337 0.307208 0.308507 0.311447 0.316590 0.306929 0.308725 0.310992 0.315537 0.305939 0.307570 0.310417 0.317056 0.306367 0.307920 0.310314 0.313965 
4 5 500697 18 0.541575 1.607185 57.866797 -461.541527 0.468445 3.998844 25.026543 -373.710349 0.814217 4.139110 29.716759 -338.420946 0.419698 4.004617 42.091878 -263.899278 0.315981 0.316753 0.319844 0.332007 0.315592 0.316072 0.318896 0.329841 0.315489 0.315748 0.318736 0.324605 0.314740 0.315840 0.318996 0.325696 
4 5 500697 19 0.692319 -1.278966 27.928710 -387.030562 0.617282 0.167093 34.174613 -431.554697 0.561483 1.644151 8.812701 -355.466442 0.555867 -2.440130 12.677832 -603.079260 0.303359 0.302541 0.304236 0.315591 0.302653 0.302263 0.303869 0.314825 0.302327 0.302153 0.304248 0.314771 0.302302 0.302111 0.303303 0.315306 
4 5 500697 20 -0.008260 3.086296 50.738087 -122.890820 -0.006904 3.546540 39.678195 -283.107416 0.193655 7.151496 51.441141 32.704922 0.320887 6.607996 44.493500 -249.077584 0.311950 0.313988 0.318140 0.327549 0.311485 0.313647 0.317817 0.328968 0.310181 0.312325 0.317827 0.325684 0.309779 0.312192 0.316376 0.327745 
4 5 500697 21 0.212347 -1.760003 19.296506 -726.143732 -0.164662 2.083803 34.409821 -408.145791 0.281936 1.722086 2.710056 -743.512545 0.041070 -3.129299 29.188994 -760.085578 0.305233 0.307038 0.310791 0.317958 0.304485 0.306488 0.310377 0.314560 0.303502 0.306087 0.310395 0.317250 0.303785 0.307071 0.309544 0.316725 
4 5 500697 22 -0.228038 -0.824389 27.984272 -320.221552 -0.138689 0.137246 -22.796222 -524.066775 0.052350 0.133858 5.090456 -612.902639 -0.364681 -1.871096 24.894156 -254.633660 0.309030 0.308877 0.312466 0.316605 0.308249 0.308760 0.312349 0.318128 0.307596 0.308213 0.311331 0.320355 0.308028 0.307457 0.311356 0.315266 
4 5 500697 23 0.234112 -3.462715 15.522423 -343.211755 0.300935 -3.251047 15.153467 -280.792662 0.317648 -1.299006 0.804690 -506.304048 0.077315 -2.031085 3.956608 -333.158791 0.305752 0.304607 0.308723 0.313293 0.304814 0.304536 0.307927 0.314680 0.305028 0.304533 0.307801 0.315556 0.304639 0.304584 0.307166 0.313571 
4 5 500697 24 0.442471 -0.348333 39.506235 -203.342838 0.281808 4.339686 60.742264 -281.855381 0.291516 1.255845 26.317525 -368.399071 0.362114 1.784660 21.763586 -154.179061 0.311281 0.316284 0.314703 0.317909 0.311235 0.316177 0.314496 0.315934 0.311062 0.314618 0.313932 0.319667 0.310320 0.314484 0.313964 0.317159 
